cad_id,responding_units,priority,dispatch_precinct,Dispatch_Longitude,dispatch_latitude,CAD_Event_Original_Time_Queued,first_dispatch_delay,first_response_time,min_dispatch_delay,dispatch_neighborhood
2024000001976,2,2,SOUTHWEST,-122.36044643,47.53097632,"2024-01-03 07:05:33",118,306,118,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2024000001977,3,2,EAST,-122.31154783,47.60710905,"2024-01-03 07:06:23",58,474,58,"CENTRAL AREA/SQUIRE PARK"
2024000001978,2,2,NORTH,-122.31253366,47.71513112,"2024-01-03 07:06:37",2301,2718,2301,LAKECITY
2024000001980,1,3,EAST,-122.29988835,47.59122107,"2024-01-03 07:09:37",2198,3730,2198,MADRONA/LESCHI
2024000001982,4,2,SOUTHWEST,-122.38145646,47.5601804,"2024-01-03 07:12:23",183,446,183,"ALASKA JUNCTION"
2024000001984,1,3,NORTH,-122.377607,47.66293748,"2024-01-03 07:14:08",15155,16954,15155,"BALLARD SOUTH"
2024000001985,1,3,EAST,-122.32093333,47.62369898,"2024-01-03 07:18:50",47,NULL,47,"CAPITOL HILL"
2024000001986,2,1,EAST,-122.30223583,47.6010021,"2024-01-03 07:25:21",36,416,36,MADRONA/LESCHI
2024000001987,1,2,WEST,-122.36063333,47.62394441,"2024-01-03 07:28:12",10131,10635,10131,"QUEEN ANNE"
2024000001988,5,1,WEST,-122.33418803,47.59920483,"2024-01-03 07:28:26",16,134,16,"PIONEER SQUARE"
2024000001989,1,3,NORTH,-122.3495986,47.6512982,"2024-01-03 07:29:33",718,NULL,718,FREMONT
2024000001990,4,1,NORTH,-122.34450509,47.68730382,"2024-01-03 07:30:02",23,298,23,ROOSEVELT/RAVENNA
2024000001993,1,3,EAST,-122.32093333,47.62369898,"2024-01-03 07:36:25",40,4223,40,"CAPITOL HILL"
2024000001994,1,3,WEST,-122.37358261,47.64941014,"2024-01-03 07:40:19",7950,NULL,7950,"QUEEN ANNE"
2024000001995,1,2,WEST,-122.37615967,47.64067899,"2024-01-03 07:40:42",1562,NULL,1562,"QUEEN ANNE"
2024000001996,1,2,EAST,-122.31015689,47.61469027,"2024-01-03 07:40:47",38,782,38,"CENTRAL AREA/SQUIRE PARK"
2024000001998,3,1,EAST,-122.32078951,47.61465549,"2024-01-03 07:42:41",69,185,69,"CAPITOL HILL"
2024000002000,1,1,SOUTH,-122.28080476,47.52518289,"2024-01-03 07:46:35",35,NULL,35,"SOUTH BEACON HILL"
2024000002001,8,1,SOUTH,-122.28080476,47.52518289,"2024-01-03 07:46:45",60,373,60,"SOUTH BEACON HILL"
2024000002003,1,3,EAST,-122.32866183,47.61151041,"2024-01-03 07:50:00",232,6440,232,"FIRST HILL"
2024000002008,1,2,NORTH,-122.38758734,47.6705517,"2024-01-03 07:56:42",2710,4110,2710,"BALLARD SOUTH"
2024000002012,1,5,WEST,-122.33573579,47.61638539,"2024-01-03 07:58:48",64,64,64,SLU/CASCADE
2024000002013,1,3,WEST,-122.3644146,47.63183117,"2024-01-03 08:00:15",2475,NULL,2475,"QUEEN ANNE"
2024000002015,2,1,SOUTH,-122.32936851,47.56380429,"2024-01-03 08:06:05",60,237,60,GEORGETOWN
2024000002016,12,1,SOUTH,-122.28479451,47.54156024,"2024-01-03 08:07:05",104,453,104,"NEW HOLLY"
2024000002017,1,2,NORTH,-122.3566984,47.69603214,"2024-01-03 08:11:18",14741,15015,14741,GREENWOOD
2024000002018,3,2,WEST,-122.34495375,47.62541318,"2024-01-03 08:11:26",5795,7667,5795,"QUEEN ANNE"
2024000002020,2,2,EAST,-122.32946907,47.61323361,"2024-01-03 08:12:59",63,531,63,"FIRST HILL"
2024000002022,1,3,NORTH,-122.31782216,47.70647879,"2024-01-03 08:15:33",27693,28275,27693,NORTHGATE
2024000002023,2,2,WEST,-122.32760415,47.63595556,"2024-01-03 08:15:41",1158,1831,1158,"EASTLAKE - WEST"
2024000002029,1,3,NORTH,-122.310026,47.7320974,"2024-01-03 08:20:22",42,NULL,42,LAKECITY
2024000002032,3,1,EAST,-122.31958865,47.64626869,"2024-01-03 08:24:24",83,455,83,"MONTLAKE/PORTAGE BAY"
2024000002033,1,3,SOUTHWEST,-122.38545398,47.56377896,"2024-01-03 08:25:06",36,NULL,36,"ALASKA JUNCTION"
2024000002038,1,2,WEST,-122.33656482,47.59039783,"2024-01-03 08:34:15",12692,12692,12692,"PIONEER SQUARE"
2024000002041,2,2,NORTH,-122.32510773,47.66134409,"2024-01-03 08:35:29",6321,7069,6321,WALLINGFORD
2024000002042,2,2,NORTH,-122.30723157,47.66215428,"2024-01-03 08:35:38",12132,NULL,12132,UNIVERSITY
2024000002044,1,3,EAST,-122.31419392,47.61340616,"2024-01-03 08:37:25",32,NULL,32,"CAPITOL HILL"
2024000002045,1,2,WEST,-122.33418152,47.60088319,"2024-01-03 08:37:52",12966,12988,12966,"PIONEER SQUARE"
2024000002049,1,3,NORTH,-122.36471846,47.70038201,"2024-01-03 08:40:54",10510,10516,10510,GREENWOOD
2024000002050,2,1,SOUTH,-122.31789256,47.53708721,"2024-01-03 08:43:02",547,1434,547,GEORGETOWN
2024000002051,1,2,EAST,-122.32084516,47.61815541,"2024-01-03 08:44:59",326,1747,326,"CAPITOL HILL"
2024000002053,1,5,NORTH,-122.4040479,47.67041103,"2024-01-03 08:48:04",65,65,65,"BALLARD SOUTH"
2024000002059,4,1,EAST,-122.33002503,47.61300141,"2024-01-03 08:53:18",22,494,22,"FIRST HILL"
2024000002062,1,3,NORTH,-122.3119795,47.6621728,"2024-01-03 08:57:56",40340,40347,40340,UNIVERSITY
2024000002063,1,5,NORTH,-122.26362016,47.67542173,"2024-01-03 08:59:06",1731,1731,1731,SANDPOINT
2024000002066,2,1,EAST,-122.32552884,47.61521875,"2024-01-03 09:02:20",33,309,33,"CAPITOL HILL"
2024000002068,1,5,NORTH,-122.35938729,47.65704986,"2024-01-03 09:04:24",27,27,27,FREMONT
2024000002075,1,3,NORTH,-122.33452433,47.70233163,"2024-01-03 09:08:42",6948,7537,6948,NORTHGATE
2024000002076,2,2,SOUTH,-122.3242108,47.53722659,"2024-01-03 09:09:04",298,381,298,GEORGETOWN
2024000002077,1,2,NORTH,-122.31195156,47.66398823,"2024-01-03 09:09:58",13608,13964,13608,UNIVERSITY
2024000002080,1,2,EAST,-122.30168533,47.59928482,"2024-01-03 09:13:33",9036,NULL,9036,MADRONA/LESCHI
2024000002081,1,2,NORTH,-122.34483427,47.71354798,"2024-01-03 09:15:12",8425,8429,8425,NORTHGATE
2024000002082,1,2,SOUTH,-122.27637815,47.56409489,"2024-01-03 09:15:33",107,457,107,GENESEE
2024000002086,1,3,EAST,-122.32180984,47.61073023,"2024-01-03 09:22:07",25,NULL,25,"CAPITOL HILL"
2024000002090,1,5,NORTH,-122.35545969,47.70599117,"2024-01-03 09:26:04",713,713,713,BITTERLAKE
2024000002091,1,3,WEST,-122.32711461,47.6375067,"2024-01-03 09:27:27",105,NULL,105,"EASTLAKE - WEST"
2024000002092,1,5,WEST,-122.33258282,47.60573105,"2024-01-03 09:27:34",2006,2006,2006,"DOWNTOWN COMMERCIAL"
2024000002094,1,5,WEST,-122.34564282,47.61227403,"2024-01-03 09:30:01",2437,2437,2437,BELLTOWN
2024000002099,4,1,SOUTHWEST,-122.38283502,47.56017069,"2024-01-03 09:34:33",33,696,33,"ALASKA JUNCTION"
2024000002100,1,3,NORTH,-122.3072045,47.66395556,"2024-01-03 09:34:43",121,NULL,121,UNIVERSITY
2024000002102,1,2,NORTH,-122.29702843,47.72109703,"2024-01-03 09:34:55",13987,13993,13987,LAKECITY
2024000002103,1,3,EAST,-122.31122556,47.63148165,"2024-01-03 09:35:22",526,544,526,"MILLER PARK"
2024000002110,1,3,NORTH,-122.31276491,47.68710271,"2024-01-03 09:41:49",11842,12332,11842,ROOSEVELT/RAVENNA
2024000002115,1,3,SOUTH,-122.29518091,47.57925015,"2024-01-03 09:45:19",35170,35549,35170,"MOUNT BAKER"
2024000002117,1,3,EAST,-122.30128952,47.59144968,"2024-01-03 09:47:25",7431,8064,7431,MADRONA/LESCHI
2024000002119,1,2,NORTH,-122.31786175,47.70917517,"2024-01-03 09:49:02",25579,25584,25579,NORTHGATE
2024000002120,1,2,NORTH,-122.38474259,47.66981864,"2024-01-03 09:49:35",10223,NULL,10223,"BALLARD SOUTH"
2024000002121,2,2,NORTH,-122.31873934,47.67656665,"2024-01-03 09:50:46",442,1171,442,ROOSEVELT/RAVENNA
2024000002123,1,3,WEST,-122.35497022,47.6391152,"2024-01-03 09:51:45",4229,NULL,4229,"QUEEN ANNE"
2024000002124,1,3,WEST,-122.34501946,47.62148143,"2024-01-03 09:52:59",2458,3638,2458,SLU/CASCADE
2024000002126,1,5,WEST,-122.35556287,47.61813501,"2024-01-03 09:53:47",1229,1229,1229,BELLTOWN
2024000002130,1,2,EAST,-122.32458388,47.60957018,"2024-01-03 09:57:40",626,1534,626,"FIRST HILL"
2024000002133,1,3,WEST,-122.36180161,47.63182639,"2024-01-03 09:58:07",4071,NULL,4071,"QUEEN ANNE"
2024000002137,2,2,NORTH,-122.31791057,47.66312114,"2024-01-03 10:02:04",24542,25219,24542,UNIVERSITY
2024000002138,2,1,NORTH,-122.32327545,47.70859413,"2024-01-03 10:02:19",28,208,28,NORTHGATE
2024000002142,1,2,NORTH,-122.29234208,47.73102844,"2024-01-03 10:03:11",12368,12392,12368,LAKECITY
2024000002144,1,5,NORTH,-122.31264808,47.71850811,"2024-01-03 10:03:12",4491,4491,4491,LAKECITY
2024000002146,1,3,NORTH,-122.30948928,47.66396954,"2024-01-03 10:05:37",20102,NULL,20102,UNIVERSITY
2024000002147,1,3,NORTH,-122.32343395,47.71404574,"2024-01-03 10:07:29",203,294,203,NORTHGATE
2024000002155,2,1,SOUTHWEST,-122.3608466,47.53984387,"2024-01-03 10:15:30",95,95,95,"HIGH POINT"
2024000002157,1,2,NORTH,-122.31565806,47.67581493,"2024-01-03 10:16:49",10347,10456,10347,ROOSEVELT/RAVENNA
2024000002159,2,2,SOUTH,-122.30028152,47.57875659,"2024-01-03 10:17:47",7305,9735,7305,"NORTH BEACON HILL"
2024000002160,1,3,SOUTHWEST,-122.38682987,47.55932476,"2024-01-03 10:18:24",1340,NULL,1340,"ALASKA JUNCTION"
2024000002164,5,2,SOUTH,-122.33421214,47.54937815,"2024-01-03 10:23:10",5828,6995,5828,GEORGETOWN
2024000002168,2,1,WEST,-122.32894644,47.60178557,"2024-01-03 10:25:07",22,NULL,22,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000002169,1,3,WEST,-122.35659555,47.63130213,"2024-01-03 10:26:29",3327,NULL,3327,"QUEEN ANNE"
2024000002170,3,2,EAST,-122.32128502,47.61094966,"2024-01-03 10:26:36",76,351,76,"CAPITOL HILL"
2024000002171,1,3,SOUTHWEST,-122.34509609,47.54736919,"2024-01-03 10:26:47",3794,6644,3794,"NORTH DELRIDGE"
2024000002173,2,3,NORTH,-122.37077757,47.66068673,"2024-01-03 10:31:01",92807,92807,92807,"BALLARD SOUTH"
2024000002177,3,2,EAST,-122.30071249,47.64314903,"2024-01-03 10:33:05",4646,21218,4646,"MONTLAKE/PORTAGE BAY"
2024000002180,1,2,WEST,-122.33206224,47.60348389,"2024-01-03 10:33:59",6479,6479,6479,"DOWNTOWN COMMERCIAL"
2024000002182,2,2,WEST,-122.34133314,47.61383118,"2024-01-03 10:37:19",30,NULL,30,SLU/CASCADE
2024000002184,1,2,EAST,-122.30168533,47.59928482,"2024-01-03 10:38:26",9317,NULL,9317,MADRONA/LESCHI
2024000002185,2,1,NORTH,-122.37217405,47.66866365,"2024-01-03 10:38:36",24,NULL,24,"BALLARD SOUTH"
2024000002191,2,1,WEST,-122.3291534,47.61823776,"2024-01-03 10:46:48",10,449,10,SLU/CASCADE
2024000002193,2,1,NORTH,-122.3081894,47.69123392,"2024-01-03 10:49:01",164,888,164,NORTHGATE
2024000002197,2,1,WEST,-122.33591022,47.60031869,"2024-01-03 10:53:04",139,654,139,"PIONEER SQUARE"
2024000002199,1,2,SOUTH,-122.32936851,47.56380429,"2024-01-03 10:53:27",1980,2868,1980,GEORGETOWN
2024000002201,2,2,NORTH,-122.31139762,47.73393647,"2024-01-03 10:54:15",4660,NULL,4660,LAKECITY
2024000002202,1,2,WEST,-122.33177697,47.60149293,"2024-01-03 10:56:36",1501,1501,1501,"PIONEER SQUARE"
2024000002207,1,2,WEST,-122.33401038,47.61064592,"2024-01-03 11:01:03",105,NULL,105,"DOWNTOWN COMMERCIAL"
2024000002209,1,3,NORTH,-122.34642719,47.7323141,"2024-01-03 11:03:40",34020,34065,34020,BITTERLAKE
2024000002211,1,3,NORTH,-122.29634728,47.72199624,"2024-01-03 11:06:00",8777,8959,8777,LAKECITY
2024000002213,1,5,WEST,-122.33343034,47.60833603,"2024-01-03 11:07:09",3268,3268,3268,"DOWNTOWN COMMERCIAL"
2024000002214,4,2,SOUTHWEST,-122.36522101,47.52102254,"2024-01-03 11:07:42",993,1218,993,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2024000002218,3,2,EAST,-122.32659665,47.62390955,"2024-01-03 11:12:48",3125,13928,3125,"CAPITOL HILL"
2024000002220,1,5,NORTH,-122.34457787,47.69527183,"2024-01-03 11:14:28",3943,3943,3943,GREENWOOD
2024000002221,2,3,WEST,-122.33532371,47.6070503,"2024-01-03 11:19:17",1376,2091,1376,"DOWNTOWN COMMERCIAL"
2024000002222,1,5,NORTH,-122.33236537,47.6650279,"2024-01-03 11:20:22",3972,3972,3972,WALLINGFORD
2024000002226,1,5,WEST,-122.32473241,47.59919023,"2024-01-03 11:23:27",5461,5486,5461,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000002227,2,2,EAST,-122.3100617,47.62049538,"2024-01-03 11:24:26",416,690,416,"MILLER PARK"
2024000002228,8,1,WEST,-122.33648397,47.61167201,"2024-01-03 11:24:34",67,305,67,"DOWNTOWN COMMERCIAL"
2024000002230,2,1,SOUTH,-122.33421534,47.55379606,"2024-01-03 11:29:02",47,570,47,GEORGETOWN
2024000002234,2,3,WEST,-122.34239678,47.61913489,"2024-01-03 11:32:52",583,772,583,SLU/CASCADE
2024000002235,1,2,SOUTH,-122.28992196,47.56888116,"2024-01-03 11:38:15",3482,3489,3482,"MOUNT BAKER"
2024000002237,1,5,NORTH,-122.39705716,47.68236017,"2024-01-03 11:38:46",6361,6361,6361,"BALLARD NORTH"
2024000002243,1,3,NORTH,-122.30544781,47.66399541,"2024-01-03 11:46:39",4028,NULL,4028,UNIVERSITY
2024000002244,2,1,WEST,-122.33537313,47.61213646,"2024-01-03 11:47:06",60,NULL,60,"DOWNTOWN COMMERCIAL"
2024000002247,4,1,EAST,-122.32093333,47.62369898,"2024-01-03 11:48:01",31,383,31,"CAPITOL HILL"
2024000002249,1,5,WEST,-122.35148741,47.62456996,"2024-01-03 11:48:27",308,308,308,SLU/CASCADE
2024000002250,1,3,SOUTH,-122.2389494,47.51050158,"2024-01-03 11:48:34",83289,83366,83289,"RAINIER VIEW"
2024000002253,1,3,NORTH,-122.29249361,47.7210075,"2024-01-03 11:51:15",29720,30067,29720,LAKECITY
2024000002254,2,2,WEST,-122.34328424,47.61498466,"2024-01-03 11:51:18",30,199,30,SLU/CASCADE
2024000002259,1,2,NORTH,-122.34499683,47.72503555,"2024-01-03 11:54:36",3178,3625,3178,NORTHGATE
2024000002260,1,3,SOUTH,-122.28147377,47.5388886,"2024-01-03 11:55:01",5069,7871,5069,BRIGHTON/DUNLAP
2024000002264,2,2,NORTH,-122.31786175,47.70917517,"2024-01-03 11:58:28",590,NULL,590,NORTHGATE
2024000002266,4,1,WEST,-122.3382473,47.6102463,"2024-01-03 11:59:35",13,136,13,"DOWNTOWN COMMERCIAL"
2024000002267,1,2,NORTH,-122.38474408,47.66906627,"2024-01-03 12:00:29",194,1685,194,"BALLARD SOUTH"
2024000002270,1,3,SOUTH,-122.26393386,47.5199755,"2024-01-03 12:01:55",82681,82705,82681,"RAINIER BEACH"
2024000002271,1,3,WEST,-122.33158579,47.59792237,"2024-01-03 12:02:14",31411,31423,31411,"PIONEER SQUARE"
2024000002274,3,2,WEST,-122.35556287,47.61813501,"2024-01-03 12:03:11",967,1275,967,BELLTOWN
2024000002276,1,3,NORTH,-122.28304296,47.66468981,"2024-01-03 12:03:51",36976,NULL,36976,SANDPOINT
2024000002279,1,3,SOUTHWEST,-122.36215013,47.53551506,"2024-01-03 12:06:27",191,191,191,"HIGH POINT"
2024000002292,1,5,NORTH,-122.35447474,47.65224596,"2024-01-03 12:14:56",5111,5111,5111,FREMONT
2024000002293,5,2,EAST,-122.30077986,47.61157693,"2024-01-03 12:15:13",262,473,262,"CENTRAL AREA/SQUIRE PARK"
2024000002295,2,2,SOUTH,-122.26699284,47.55409938,"2024-01-03 12:18:23",4962,5656,4962,"LAKEWOOD/SEWARD PARK"
2024000002296,1,5,EAST,-122.29433653,47.64071317,"2024-01-03 12:18:50",8657,8669,8657,"MONTLAKE/PORTAGE BAY"
2024000002297,2,3,EAST,-122.30671257,47.61966572,"2024-01-03 12:19:01",67446,69056,67446,"MILLER PARK"
2024000002299,1,3,EAST,-122.31912955,47.63266877,"2024-01-03 12:22:12",18465,18465,18465,"CAPITOL HILL"
2024000002302,2,1,WEST,-122.32407906,47.59835025,"2024-01-03 12:22:44",14,NULL,14,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000002304,1,5,SOUTH,-122.33420025,47.58085317,"2024-01-03 12:24:38",8719,8719,8719,SODO
2024000002305,1,5,WEST,-122.34090342,47.61416338,"2024-01-03 12:27:04",5127,5127,5127,SLU/CASCADE
2024000002307,1,5,NORTH,-122.34090947,47.72958218,"2024-01-03 12:27:50",12382,12382,12382,NORTHGATE
2024000002308,1,5,EAST,-122.32661092,47.60675012,"2024-01-03 12:28:31",12548,12548,12548,"FIRST HILL"
2024000002310,1,5,WEST,-122.35219137,47.6179061,"2024-01-03 12:29:12",12837,12837,12837,BELLTOWN
2024000002317,1,3,SOUTH,-122.29915873,47.57967225,"2024-01-03 12:34:03",6230,6282,6230,"NORTH BEACON HILL"
2024000002318,3,2,NORTH,-122.29702843,47.72109703,"2024-01-03 12:34:26",251,961,251,LAKECITY
2024000002319,1,5,NORTH,-122.37410402,47.69243644,"2024-01-03 12:34:31",14794,14794,14794,"BALLARD NORTH"
2024000002320,1,1,EAST,-122.32077138,47.61351952,"2024-01-03 12:34:45",214,1020,214,"CAPITOL HILL"
2024000002321,1,2,WEST,-122.34964025,47.61857911,"2024-01-03 12:35:04",123,184,123,SLU/CASCADE
2024000002322,1,5,WEST,-122.33645473,47.60172043,"2024-01-03 12:37:21",18460,18460,18460,"DOWNTOWN COMMERCIAL"
2024000002325,2,2,EAST,-122.31263095,47.62310215,"2024-01-03 12:39:17",383,9087,383,"CAPITOL HILL"
2024000002328,1,3,SOUTHWEST,-122.35483057,47.54925839,"2024-01-03 12:41:05",2135,5504,2135,"NORTH DELRIDGE"
2024000002329,3,1,NORTH,-122.32716025,47.67844054,"2024-01-03 12:41:14",598,1034,598,ROOSEVELT/RAVENNA
2024000002330,1,2,NORTH,-122.34465538,47.7017921,"2024-01-03 12:42:30",493,655,493,NORTHGATE
2024000002333,1,5,WEST,-122.36266122,47.6232983,"2024-01-03 12:44:42",11291,11291,11291,"QUEEN ANNE"
2024000002338,1,3,NORTH,-122.32139943,47.6545125,"2024-01-03 12:50:30",7814,7827,7814,UNIVERSITY
2024000002341,2,1,WEST,-122.32505692,47.59877133,"2024-01-03 12:51:30",68,276,68,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000002344,1,2,SOUTH,-122.33419928,47.58293703,"2024-01-03 12:52:39",242,638,242,SODO
2024000002346,7,1,WEST,-122.3368909,47.60540829,"2024-01-03 12:53:39",103,423,103,"DOWNTOWN COMMERCIAL"
2024000002347,5,1,WEST,-122.34827965,47.61441995,"2024-01-03 12:53:54",22,79,22,BELLTOWN
2024000002352,4,2,SOUTH,-122.32905708,47.57876777,"2024-01-03 13:00:21",495,504,495,SODO
2024000002354,1,5,SOUTHWEST,-122.37218476,47.505865,"2024-01-03 13:02:51",23238,23238,23238,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2024000002357,1,5,SOUTHWEST,-122.36942811,47.56761173,"2024-01-03 13:03:28",23371,23371,23371,"NORTH DELRIDGE"
2024000002358,2,3,SOUTHWEST,-122.38813082,47.56113801,"2024-01-03 13:05:45",598,3421,598,"ALASKA JUNCTION"
2024000002361,1,5,SOUTH,-122.27598867,47.54602663,"2024-01-03 13:09:55",23587,23587,23587,"HILLMAN CITY"
2024000002362,1,3,NORTH,-122.34009052,47.66640717,"2024-01-03 13:10:04",1204,1564,1204,WALLINGFORD
2024000002364,1,2,SOUTH,-122.26998788,47.52281564,"2024-01-03 13:12:08",3097,4417,3097,"RAINIER BEACH"
2024000002365,1,5,NORTH,-122.31308796,47.66399626,"2024-01-03 13:13:42",23475,23475,23475,UNIVERSITY
2024000002366,2,1,WEST,-122.3291534,47.61823776,"2024-01-03 13:13:53",109,364,109,SLU/CASCADE
2024000002367,1,3,WEST,-122.33244672,47.61061415,"2024-01-03 13:16:49",2629,2629,2629,"DOWNTOWN COMMERCIAL"
2024000002369,2,2,WEST,-122.38465189,47.6456672,"2024-01-03 13:19:05",1284,1748,1284,MAGNOLIA
2024000002370,1,2,SOUTH,-122.28366707,47.52858216,"2024-01-03 13:19:37",2572,2936,2572,"SOUTH BEACON HILL"
2024000002371,3,2,NORTH,-122.32461516,47.7086028,"2024-01-03 13:22:05",1061,2000,1061,NORTHGATE
2024000002378,2,2,WEST,-122.3317002,47.62024125,"2024-01-03 13:24:42",695,714,695,SLU/CASCADE
2024000002379,2,1,EAST,-122.31023183,47.60861577,"2024-01-03 13:24:44",136,537,136,"CENTRAL AREA/SQUIRE PARK"
2024000002384,2,2,SOUTH,-122.32139201,47.58730732,"2024-01-03 13:25:49",1241,1787,1241,SODO
2024000002390,1,5,SOUTH,-122.26947713,47.56470371,"2024-01-03 13:32:32",24448,24448,24448,"LAKEWOOD/SEWARD PARK"
2024000002394,1,3,NORTH,-122.29249361,47.7210075,"2024-01-03 13:37:05",23870,23877,23870,LAKECITY
2024000002398,1,3,SOUTHWEST,-122.39065015,47.58027357,"2024-01-03 13:41:43",2830,9771,2830,"NORTH ADMIRAL"
2024000002400,7,1,NORTH,-122.3479331,47.72503884,"2024-01-03 13:44:54",27,NULL,27,BITTERLAKE
2024000002409,1,5,WEST,-122.34233049,47.62669993,"2024-01-03 13:52:37",24141,24141,24141,"QUEEN ANNE"
2024000002420,1,2,SOUTH,-122.27532276,47.52331186,"2024-01-03 14:05:09",1413,1448,1413,"RAINIER BEACH"
2024000002424,1,3,SOUTHWEST,-122.37618931,47.5640766,"2024-01-03 14:07:04",2981,2981,2981,"ALASKA JUNCTION"
2024000002425,1,2,SOUTH,-122.31422749,47.58146858,"2024-01-03 14:07:08",2129,2894,2129,"NORTH BEACON HILL"
2024000002426,1,3,SOUTHWEST,-122.36049371,47.52286065,"2024-01-03 14:07:48",2006,2245,2006,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2024000002427,2,2,WEST,-122.32904874,47.59239439,"2024-01-03 14:11:04",41,223,41,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000002428,2,2,WEST,-122.33935807,47.60978174,"2024-01-03 14:11:44",40,278,40,"DOWNTOWN COMMERCIAL"
2024000002429,1,3,EAST,-122.31257971,47.62607039,"2024-01-03 14:12:08",10519,10519,10519,"CAPITOL HILL"
2024000002430,3,1,SOUTHWEST,-122.38843131,47.55521943,"2024-01-03 14:14:36",169,2096,169,"ALASKA JUNCTION"
2024000002435,1,2,EAST,-122.30223492,47.59980121,"2024-01-03 14:19:55",742,1360,742,"JUDKINS PARK/NORTH BEACON HILL"
2024000002436,2,1,EAST,-122.32458388,47.60957018,"2024-01-03 14:20:17",357,932,357,"FIRST HILL"
2024000002439,1,5,WEST,-122.40100006,47.63955598,"2024-01-03 14:22:34",4851,4851,4851,MAGNOLIA
2024000002440,1,2,SOUTHWEST,-122.36331388,47.56472862,"2024-01-03 14:25:42",1052,1052,1052,"PIGEON POINT"
2024000002441,1,2,SOUTH,-122.28992196,47.56888116,"2024-01-03 14:25:45",3342,3368,3342,"MOUNT BAKER"
2024000002444,1,5,SOUTH,-122.28006028,47.53705079,"2024-01-03 14:26:29",24008,24008,24008,BRIGHTON/DUNLAP
2024000002453,1,2,NORTH,-122.29070379,47.69056458,"2024-01-03 14:38:11",21560,21571,21560,SANDPOINT
2024000002456,3,1,WEST,-122.34066991,47.60786035,"2024-01-03 14:39:23",82,476,82,"DOWNTOWN COMMERCIAL"
2024000002461,2,1,NORTH,-122.35532503,47.6768917,"2024-01-03 14:44:43",39,1066,39,"PHINNEY RIDGE"
2024000002462,1,5,NORTH,-122.37755357,47.66570701,"2024-01-03 14:45:00",26916,26916,26916,"BALLARD SOUTH"
2024000002464,1,4,SOUTH,-122.29694729,47.57103327,"2024-01-03 14:48:17",19108,19175,19108,"CLAREMONT/RAINIER VISTA"
2024000002467,2,1,EAST,-122.32086369,47.61932364,"2024-01-03 14:50:42",17,137,17,"CAPITOL HILL"
2024000002469,1,3,NORTH,-122.32191838,47.70858578,"2024-01-03 14:54:03",18778,19974,18778,NORTHGATE
2024000002470,3,1,WEST,-122.33844952,47.60878866,"2024-01-03 14:54:04",16,285,16,"DOWNTOWN COMMERCIAL"
2024000002471,1,2,SOUTH,-122.30488877,47.5855016,"2024-01-03 14:54:29",18824,21772,18824,"NORTH BEACON HILL"
2024000002474,1,2,NORTH,-122.38474252,47.6709122,"2024-01-03 14:57:42",82,277,82,"BALLARD SOUTH"
2024000002475,1,2,SOUTH,-122.30003795,47.54540585,"2024-01-03 14:57:56",4842,4842,4842,"MID BEACON HILL"
2024000002479,1,2,SOUTH,-122.31074864,47.57641922,"2024-01-03 14:59:01",4436,NULL,4436,"NORTH BEACON HILL"
2024000002480,1,3,NORTH,-122.3081894,47.69123392,"2024-01-03 14:59:44",17954,17954,17954,NORTHGATE
2024000002481,1,3,NORTH,-122.34508529,47.73306346,"2024-01-03 15:01:10",19233,19669,19233,BITTERLAKE
2024000002482,2,1,EAST,-122.30962003,47.59923539,"2024-01-03 15:02:00",27,157,27,"JUDKINS PARK/NORTH BEACON HILL"
2024000002486,1,2,EAST,-122.32128502,47.61094966,"2024-01-03 15:03:49",3128,3458,3128,"CAPITOL HILL"
2024000002487,2,1,WEST,-122.31722799,47.5983376,"2024-01-03 15:04:20",17,741,17,"CHINATOWN/INTERNATIONAL DISTRICT"
2024000002489,2,2,WEST,-122.32589146,47.63972702,"2024-01-03 15:05:06",63,863,63,"EASTLAKE - WEST"
2024000002492,1,2,NORTH,-122.31320717,47.65831485,"2024-01-03 15:06:16",17374,18220,17374,UNIVERSITY
2024000002495,1,2,SOUTH,-122.31442072,47.54653082,"2024-01-03 15:10:59",7699,7820,7699,GEORGETOWN
2024000002497,1,2,SOUTH,-122.29101029,47.57075993,"2024-01-03 15:13:46",15363,15375,15363,"MOUNT BAKER"
2024000002498,1,2,NORTH,-122.31195156,47.66398823,"2024-01-03 15:14:20",287,439,287,UNIVERSITY
2024000002501,2,1,SOUTH,-122.3213989,47.57862063,"2024-01-03 15:17:51",27,30,27,SODO
2024000002507,2,2,WEST,-122.33689051,47.61044025,"2024-01-03 15:26:38",192,383,192,"DOWNTOWN COMMERCIAL"
2024000002508,3,2,WEST,-122.36064255,47.62270641,"2024-01-03 15:27:25",71,1039,71,"QUEEN ANNE"
2024000002518,1,2,WEST,-122.32519844,47.64650426,"2024-01-03 15:41:08",1028,1545,1028,"EASTLAKE - WEST"
